,현인원,구인인원,채용인원,미충원인원,부족인원,채용계획인원,규모,산업
336,97706,2528,2496,32,926,1186,5규모(300인이상),M71 전문 서비스업
337,51164,2133,2091,42,490,472,5규모(300인이상),M72 건축 기술 엔지니어링 및 기타 과학기술 서비스업
338,2138,93,85,8,122,112,5규모(300인이상),M73 기타 전문 과학 및 기술 서비스업
339,91862,7846,7749,97,837,1068,5규모(300인이상),N74 사업시설 관리 및 조경 서비스업
340,335468,37651,36210,1441,4254,4696,5규모(300인이상),N75 사업 지원 서비스업
341,553,51,51,0,0,0,5규모(300인이상),N76 임대업; 부동산 제외
342,206068,19059,18669,390,1421,2786,5규모(300인이상),P85 교육 서비스업
343,279741,15804,13779,2025,6872,8706,5규모(300인이상),Q86 보건업
344,5622,238,236,2,35,35,5규모(300인이상),Q87 사회복지 서비스업
345,1449,65,65,0,21,21,5규모(300인이상),R90 창작 예술 및 여가관련 서비스업
346,16091,864,864,0,42,42,5규모(300인이상),R91 스포츠 및 오락관련 서비스업
347,3185,66,61,5,13,13,5규모(300인이상),S94 협회 및 단체
348,0,0,0,0,0,0,5규모(300인이상),S95 개인 및 소비용품 수리업
349,0,0,0,0,0,0,5규모(300인이상),S96 기타 개인 서비스업
